,detection_strategy,detection_feature,detection_results,ground_truth,f1,delay,log_path,tipo_mudanca,log_size,window_size_mode,window_size,window_ref_mode,overlap,sliding_step,margin_error,margin_error_corrected
1717,time_series_strategy,cpd_prob_freq_delta3,[185],"[17, 36, 54, 73, 92, 110, 129, 148, 167, 185]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\rp\rp10k.mxml,rp,10000,Fixed,1000,Sliding,True,500,3,6
1718,time_series_strategy,cpd_cramersv_frequency,[185],"[17, 36, 54, 73, 92, 110, 129, 148, 167, 185]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\rp\rp10k.mxml,rp,10000,Fixed,1000,Sliding,True,500,3,6
1719,threshold_strategy,gtest_frequency3,[185],"[17, 36, 54, 73, 92, 110, 129, 148, 167, 185]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\rp\rp10k.mxml,rp,10000,Fixed,1000,Sliding,True,500,3,6
1720,threshold_strategy,fixed_frequency_delta_percentage3,"[6, 9, 17, 23, 36, 41, 54, 57, 64, 77, 129, 132, 147, 151, 185]","[17, 36, 54, 73, 92, 110, 129, 148, 167, 185]",0.52,3.79,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\rp\rp10k.mxml,rp,10000,Fixed,1000,Sliding,True,500,3,6
1721,threshold_strategy,fixed_cramersv_frequency,[185],"[17, 36, 54, 73, 92, 110, 129, 148, 167, 185]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\rp\rp10k.mxml,rp,10000,Fixed,1000,Sliding,True,500,3,6
1722,time_series_strategy,cpd_frequency_delta3,"[45, 55, 59, 82, 115, 125, 128, 138]","[12, 26, 40, 54, 68, 82, 96, 110, 124, 138]",0.62,3.0,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\rp\rp7.5k.MXML,rp,7500,Fixed,1000,Sliding,True,500,3,6
1723,time_series_strategy,cpd_prob_freq_delta3,"[111, 115, 125, 129, 133, 138]","[12, 26, 40, 54, 68, 82, 96, 110, 124, 138]",0.29,4.2,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\rp\rp7.5k.MXML,rp,7500,Fixed,1000,Sliding,True,500,3,6
1724,time_series_strategy,cpd_cramersv_frequency,[138],"[12, 26, 40, 54, 68, 82, 96, 110, 124, 138]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\rp\rp7.5k.MXML,rp,7500,Fixed,1000,Sliding,True,500,3,6
1725,threshold_strategy,gtest_frequency3,[138],"[12, 26, 40, 54, 68, 82, 96, 110, 124, 138]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\rp\rp7.5k.MXML,rp,7500,Fixed,1000,Sliding,True,500,3,6
1726,threshold_strategy,fixed_frequency_delta_percentage3,"[12, 29, 68, 72, 81, 85, 89, 113, 133, 138]","[12, 26, 40, 54, 68, 82, 96, 110, 124, 138]",0.56,3.33,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\rp\rp7.5k.MXML,rp,7500,Fixed,1000,Sliding,True,500,3,6
1727,threshold_strategy,fixed_cramersv_frequency,[138],"[12, 26, 40, 54, 68, 82, 96, 110, 124, 138]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\rp\rp7.5k.MXML,rp,7500,Fixed,1000,Sliding,True,500,3,6
1728,time_series_strategy,cpd_frequency_delta3,[185],"[17, 36, 54, 73, 92, 111, 129, 148, 167, 185]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\sw\sw10k.mxml,sw,10000,Fixed,1000,Sliding,True,500,3,6
1729,time_series_strategy,cpd_prob_freq_delta3,[185],"[17, 36, 54, 73, 92, 111, 129, 148, 167, 185]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\sw\sw10k.mxml,sw,10000,Fixed,1000,Sliding,True,500,3,6
1730,time_series_strategy,cpd_cramersv_frequency,[185],"[17, 36, 54, 73, 92, 111, 129, 148, 167, 185]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\sw\sw10k.mxml,sw,10000,Fixed,1000,Sliding,True,500,3,6
1731,threshold_strategy,gtest_frequency3,[185],"[17, 36, 54, 73, 92, 111, 129, 148, 167, 185]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\sw\sw10k.mxml,sw,10000,Fixed,1000,Sliding,True,500,3,6
1732,threshold_strategy,fixed_frequency_delta_percentage3,"[6, 9, 17, 24, 27, 39, 54, 57, 74, 77, 85, 98, 108, 113, 128, 132, 145, 151, 170, 173, 185]","[17, 36, 54, 73, 92, 111, 129, 148, 167, 185]",0.55,4.15,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\sw\sw10k.mxml,sw,10000,Fixed,1000,Sliding,True,500,3,6
1733,threshold_strategy,fixed_cramersv_frequency,[185],"[17, 36, 54, 73, 92, 111, 129, 148, 167, 185]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\sw\sw10k.mxml,sw,10000,Fixed,1000,Sliding,True,500,3,6
1734,time_series_strategy,cpd_frequency_delta3,[138],"[12, 26, 40, 54, 68, 82, 96, 110, 124, 138]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\sw\sw7.5k.MXML,sw,7500,Fixed,1000,Sliding,True,500,3,6
1735,time_series_strategy,cpd_prob_freq_delta3,"[41, 45, 54, 59, 105, 111, 115, 125, 129, 138]","[12, 26, 40, 54, 68, 82, 96, 110, 124, 138]",0.44,3.11,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\sw\sw7.5k.MXML,sw,7500,Fixed,1000,Sliding,True,500,3,6
1736,time_series_strategy,cpd_cramersv_frequency,[138],"[12, 26, 40, 54, 68, 82, 96, 110, 124, 138]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\sw\sw7.5k.MXML,sw,7500,Fixed,1000,Sliding,True,500,3,6
1737,threshold_strategy,gtest_frequency3,[138],"[12, 26, 40, 54, 68, 82, 96, 110, 124, 138]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\sw\sw7.5k.MXML,sw,7500,Fixed,1000,Sliding,True,500,3,6
1738,threshold_strategy,fixed_frequency_delta_percentage3,"[12, 29, 40, 65, 68, 74, 82, 100, 104, 114, 123, 129, 132, 138]","[12, 26, 40, 54, 68, 82, 96, 110, 124, 138]",0.73,3.08,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\sw\sw7.5k.MXML,sw,7500,Fixed,1000,Sliding,True,500,3,6
1739,threshold_strategy,fixed_cramersv_frequency,[138],"[12, 26, 40, 54, 68, 82, 96, 110, 124, 138]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\sw\sw7.5k.MXML,sw,7500,Fixed,1000,Sliding,True,500,3,6
1740,time_series_strategy,cpd_frequency_delta3,"[41, 85, 135, 179, 222, 267, 316, 360, 407, 444]","[37, 82, 128, 172, 219, 263, 309, 353, 400, 444]",1.0,5.44,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Fixed,True,200,3,14
1741,time_series_strategy,cpd_prob_freq_delta3,"[43, 84, 137, 178, 223, 267, 317, 358, 410, 444]","[37, 82, 128, 172, 219, 263, 309, 353, 400, 444]",1.0,6.0,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Fixed,True,200,3,14
1742,time_series_strategy,cpd_cramersv_frequency,"[43, 86, 135, 179, 223, 268, 315, 360, 407, 444]","[37, 82, 128, 172, 219, 263, 309, 353, 400, 444]",1.0,5.89,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Fixed,True,200,3,14
1743,threshold_strategy,gtest_frequency3,"[41, 86, 133, 179, 222, 267, 314, 360, 406, 444]","[37, 82, 128, 172, 219, 263, 309, 353, 400, 444]",1.0,5.0,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Fixed,True,200,3,14
1744,threshold_strategy,fixed_frequency_delta_percentage3,"[33, 89, 121, 181, 185, 188, 216, 271, 274, 287, 311, 361, 405, 444]","[37, 82, 128, 172, 219, 263, 309, 353, 400, 444]",0.82,8.85,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Fixed,True,200,3,14
1745,threshold_strategy,fixed_cramersv_frequency,"[41, 87, 131, 179, 221, 268, 313, 360, 405, 444]","[37, 82, 128, 172, 219, 263, 309, 353, 400, 444]",1.0,4.67,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Fixed,True,200,3,14
1746,time_series_strategy,cpd_frequency_delta3,"[29, 38, 50, 76, 87, 143, 149, 178]","[15, 33, 52, 69, 88, 106, 124, 142, 160, 178]",0.62,3.86,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Sliding,True,500,3,8
1747,time_series_strategy,cpd_prob_freq_delta3,"[29, 38, 50, 76, 88, 143, 148, 178]","[15, 33, 52, 69, 88, 106, 124, 142, 160, 178]",0.62,3.57,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Sliding,True,500,3,8
1748,time_series_strategy,cpd_cramersv_frequency,[178],"[15, 33, 52, 69, 88, 106, 124, 142, 160, 178]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Sliding,True,500,3,8
1749,threshold_strategy,gtest_frequency3,[178],"[15, 33, 52, 69, 88, 106, 124, 142, 160, 178]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Sliding,True,500,3,8
1750,threshold_strategy,fixed_frequency_delta_percentage3,[178],"[15, 33, 52, 69, 88, 106, 124, 142, 160, 178]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Sliding,True,500,3,8
1751,threshold_strategy,fixed_cramersv_frequency,[178],"[15, 33, 52, 69, 88, 106, 124, 142, 160, 178]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Sliding,True,500,3,8
1752,time_series_strategy,cpd_frequency_delta3,"[51, 57, 66, 71, 132]","[10, 23, 37, 50, 64, 78, 92, 105, 119, 132]",0.31,4.25,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Sliding,True,500,3,8
1753,time_series_strategy,cpd_prob_freq_delta3,"[52, 83, 98, 132]","[10, 23, 37, 50, 64, 78, 92, 105, 119, 132]",0.5,4.33,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Sliding,True,500,3,8
1754,time_series_strategy,cpd_cramersv_frequency,[132],"[10, 23, 37, 50, 64, 78, 92, 105, 119, 132]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Sliding,True,500,3,8
1755,threshold_strategy,gtest_frequency3,[132],"[10, 23, 37, 50, 64, 78, 92, 105, 119, 132]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Sliding,True,500,3,8
1756,threshold_strategy,fixed_frequency_delta_percentage3,[132],"[10, 23, 37, 50, 64, 78, 92, 105, 119, 132]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Sliding,True,500,3,8
1757,threshold_strategy,fixed_cramersv_frequency,[132],"[10, 23, 37, 50, 64, 78, 92, 105, 119, 132]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Sliding,True,500,3,8
1758,time_series_strategy,cpd_frequency_delta3,"[69, 100, 108, 183]","[15, 34, 52, 71, 90, 108, 127, 146, 164, 183]",0.33,3.33,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,2000,Sliding,True,500,3,8
1759,time_series_strategy,cpd_prob_freq_delta3,[183],"[15, 34, 52, 71, 90, 108, 127, 146, 164, 183]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,2000,Sliding,True,500,3,8
1760,time_series_strategy,cpd_cramersv_frequency,[183],"[15, 34, 52, 71, 90, 108, 127, 146, 164, 183]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,2000,Sliding,True,500,3,8
1761,threshold_strategy,gtest_frequency3,[183],"[15, 34, 52, 71, 90, 108, 127, 146, 164, 183]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,2000,Sliding,True,500,3,8
1762,threshold_strategy,fixed_frequency_delta_percentage3,[183],"[15, 34, 52, 71, 90, 108, 127, 146, 164, 183]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,2000,Sliding,True,500,3,8
1763,threshold_strategy,fixed_cramersv_frequency,[183],"[15, 34, 52, 71, 90, 108, 127, 146, 164, 183]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,2000,Sliding,True,500,3,8
1764,time_series_strategy,cpd_frequency_delta3,[171],"[10, 31, 45, 66, 80, 101, 115, 136, 150, 171]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd7.5k.MXML,cd,7500,Fixed,2000,Sliding,True,500,3,8
1765,time_series_strategy,cpd_prob_freq_delta3,[171],"[10, 31, 45, 66, 80, 101, 115, 136, 150, 171]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd7.5k.MXML,cd,7500,Fixed,2000,Sliding,True,500,3,8
1766,time_series_strategy,cpd_cramersv_frequency,[171],"[10, 31, 45, 66, 80, 101, 115, 136, 150, 171]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd7.5k.MXML,cd,7500,Fixed,2000,Sliding,True,500,3,8
1767,threshold_strategy,gtest_frequency3,"[11, 15, 32, 36, 46, 50, 66, 71, 81, 85, 102, 106, 116, 120, 137, 141, 151, 155, 171]","[10, 31, 45, 66, 80, 101, 115, 136, 150, 171]",0.67,2.94,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd7.5k.MXML,cd,7500,Fixed,2000,Sliding,True,500,3,8
1768,threshold_strategy,fixed_frequency_delta_percentage3,"[10, 15, 31, 36, 45, 50, 66, 71, 80, 85, 101, 106, 115, 123, 136, 141, 150, 155, 171]","[10, 31, 45, 66, 80, 101, 115, 136, 150, 171]",0.67,2.67,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd7.5k.MXML,cd,7500,Fixed,2000,Sliding,True,500,3,8
1769,threshold_strategy,fixed_cramersv_frequency,"[11, 15, 32, 36, 45, 50, 66, 71, 81, 85, 102, 106, 116, 120, 137, 141, 151, 155, 171]","[10, 31, 45, 66, 80, 101, 115, 136, 150, 171]",0.67,2.89,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd7.5k.MXML,cd,7500,Fixed,2000,Sliding,True,500,3,8
1770,time_series_strategy,cpd_frequency_delta3,[188],"[15, 35, 54, 73, 92, 112, 130, 150, 168, 188]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cf\cf10k.mxml,cf,10000,Fixed,2000,Sliding,True,500,3,8
1771,time_series_strategy,cpd_prob_freq_delta3,[188],"[15, 35, 54, 73, 92, 112, 130, 150, 168, 188]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cf\cf10k.mxml,cf,10000,Fixed,2000,Sliding,True,500,3,8
1772,time_series_strategy,cpd_cramersv_frequency,[188],"[15, 35, 54, 73, 92, 112, 130, 150, 168, 188]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cf\cf10k.mxml,cf,10000,Fixed,2000,Sliding,True,500,3,8
1773,threshold_strategy,gtest_frequency3,[188],"[15, 35, 54, 73, 92, 112, 130, 150, 168, 188]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cf\cf10k.mxml,cf,10000,Fixed,2000,Sliding,True,500,3,8
1774,threshold_strategy,fixed_frequency_delta_percentage3,[188],"[15, 35, 54, 73, 92, 112, 130, 150, 168, 188]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cf\cf10k.mxml,cf,10000,Fixed,2000,Sliding,True,500,3,8
1775,threshold_strategy,fixed_cramersv_frequency,[188],"[15, 35, 54, 73, 92, 112, 130, 150, 168, 188]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cf\cf10k.mxml,cf,10000,Fixed,2000,Sliding,True,500,3,8
1776,time_series_strategy,cpd_frequency_delta3,"[11, 16, 40, 45, 54, 59, 83, 102, 111, 118, 125, 131, 140]","[10, 25, 39, 54, 68, 82, 96, 111, 125, 140]",0.67,3.25,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cf\cf7.5k.mxml,cf,7500,Fixed,2000,Sliding,True,500,3,8
1777,time_series_strategy,cpd_prob_freq_delta3,[140],"[10, 25, 39, 54, 68, 82, 96, 111, 125, 140]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cf\cf7.5k.mxml,cf,7500,Fixed,2000,Sliding,True,500,3,8
1778,time_series_strategy,cpd_cramersv_frequency,[140],"[10, 25, 39, 54, 68, 82, 96, 111, 125, 140]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cf\cf7.5k.mxml,cf,7500,Fixed,2000,Sliding,True,500,3,8
1779,threshold_strategy,gtest_frequency3,[140],"[10, 25, 39, 54, 68, 82, 96, 111, 125, 140]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cf\cf7.5k.mxml,cf,7500,Fixed,2000,Sliding,True,500,3,8
1780,threshold_strategy,fixed_frequency_delta_percentage3,[140],"[10, 25, 39, 54, 68, 82, 96, 111, 125, 140]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cf\cf7.5k.mxml,cf,7500,Fixed,2000,Sliding,True,500,3,8
1781,threshold_strategy,fixed_cramersv_frequency,[140],"[10, 25, 39, 54, 68, 82, 96, 111, 125, 140]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cf\cf7.5k.mxml,cf,7500,Fixed,2000,Sliding,True,500,3,8
1782,time_series_strategy,cpd_frequency_delta3,"[16, 40, 51, 149, 178]","[15, 33, 52, 69, 88, 106, 124, 142, 161, 178]",0.62,4.0,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cm\cm10k.mxml,cm,10000,Fixed,2000,Sliding,True,500,3,8
1783,time_series_strategy,cpd_prob_freq_delta3,[178],"[15, 33, 52, 69, 88, 106, 124, 142, 161, 178]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cm\cm10k.mxml,cm,10000,Fixed,2000,Sliding,True,500,3,8
1784,time_series_strategy,cpd_cramersv_frequency,[178],"[15, 33, 52, 69, 88, 106, 124, 142, 161, 178]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cm\cm10k.mxml,cm,10000,Fixed,2000,Sliding,True,500,3,8
1785,threshold_strategy,gtest_frequency3,[178],"[15, 33, 52, 69, 88, 106, 124, 142, 161, 178]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cm\cm10k.mxml,cm,10000,Fixed,2000,Sliding,True,500,3,8
1786,threshold_strategy,fixed_frequency_delta_percentage3,[178],"[15, 33, 52, 69, 88, 106, 124, 142, 161, 178]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cm\cm10k.mxml,cm,10000,Fixed,2000,Sliding,True,500,3,8
1787,threshold_strategy,fixed_cramersv_frequency,[178],"[15, 33, 52, 69, 88, 106, 124, 142, 161, 178]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cm\cm10k.mxml,cm,10000,Fixed,2000,Sliding,True,500,3,8
1788,time_series_strategy,cpd_frequency_delta3,"[12, 28, 78, 84, 121, 132]","[10, 23, 37, 50, 64, 78, 92, 105, 119, 132]",0.57,3.0,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cm\cm7.5k.mxml,cm,7500,Fixed,2000,Sliding,True,500,3,8
1789,time_series_strategy,cpd_prob_freq_delta3,"[12, 29, 78, 85, 122, 132]","[10, 23, 37, 50, 64, 78, 92, 105, 119, 132]",0.57,3.6,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cm\cm7.5k.mxml,cm,7500,Fixed,2000,Sliding,True,500,3,8
1790,time_series_strategy,cpd_cramersv_frequency,[132],"[10, 23, 37, 50, 64, 78, 92, 105, 119, 132]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cm\cm7.5k.mxml,cm,7500,Fixed,2000,Sliding,True,500,3,8
1791,threshold_strategy,gtest_frequency3,[132],"[10, 23, 37, 50, 64, 78, 92, 105, 119, 132]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cm\cm7.5k.mxml,cm,7500,Fixed,2000,Sliding,True,500,3,8
1792,threshold_strategy,fixed_frequency_delta_percentage3,[132],"[10, 23, 37, 50, 64, 78, 92, 105, 119, 132]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cm\cm7.5k.mxml,cm,7500,Fixed,2000,Sliding,True,500,3,8
1793,threshold_strategy,fixed_cramersv_frequency,[132],"[10, 23, 37, 50, 64, 78, 92, 105, 119, 132]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cm\cm7.5k.mxml,cm,7500,Fixed,2000,Sliding,True,500,3,8
1794,time_series_strategy,cpd_frequency_delta3,"[134, 140, 155, 161, 193]","[15, 36, 55, 75, 94, 115, 133, 153, 172, 193]",0.31,4.5,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cp\cp10k.mxml,cp,10000,Fixed,2000,Sliding,True,500,3,8
1795,time_series_strategy,cpd_prob_freq_delta3,[193],"[15, 36, 55, 75, 94, 115, 133, 153, 172, 193]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cp\cp10k.mxml,cp,10000,Fixed,2000,Sliding,True,500,3,8
1796,time_series_strategy,cpd_cramersv_frequency,[193],"[15, 36, 55, 75, 94, 115, 133, 153, 172, 193]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cp\cp10k.mxml,cp,10000,Fixed,2000,Sliding,True,500,3,8
1797,threshold_strategy,gtest_frequency3,[193],"[15, 36, 55, 75, 94, 115, 133, 153, 172, 193]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cp\cp10k.mxml,cp,10000,Fixed,2000,Sliding,True,500,3,8
1798,threshold_strategy,fixed_frequency_delta_percentage3,[193],"[15, 36, 55, 75, 94, 115, 133, 153, 172, 193]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cp\cp10k.mxml,cp,10000,Fixed,2000,Sliding,True,500,3,8
1799,threshold_strategy,fixed_cramersv_frequency,[193],"[15, 36, 55, 75, 94, 115, 133, 153, 172, 193]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cp\cp10k.mxml,cp,10000,Fixed,2000,Sliding,True,500,3,8
1800,time_series_strategy,cpd_frequency_delta3,[144],"[10, 26, 40, 55, 69, 85, 99, 115, 129, 144]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cp\cp7.5k.mxml,cp,7500,Fixed,2000,Sliding,True,500,3,8
1801,time_series_strategy,cpd_prob_freq_delta3,[144],"[10, 26, 40, 55, 69, 85, 99, 115, 129, 144]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cp\cp7.5k.mxml,cp,7500,Fixed,2000,Sliding,True,500,3,8
1802,time_series_strategy,cpd_cramersv_frequency,[144],"[10, 26, 40, 55, 69, 85, 99, 115, 129, 144]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cp\cp7.5k.mxml,cp,7500,Fixed,2000,Sliding,True,500,3,8
1803,threshold_strategy,gtest_frequency3,[144],"[10, 26, 40, 55, 69, 85, 99, 115, 129, 144]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cp\cp7.5k.mxml,cp,7500,Fixed,2000,Sliding,True,500,3,8
1804,threshold_strategy,fixed_frequency_delta_percentage3,[144],"[10, 26, 40, 55, 69, 85, 99, 115, 129, 144]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cp\cp7.5k.mxml,cp,7500,Fixed,2000,Sliding,True,500,3,8
1805,threshold_strategy,fixed_cramersv_frequency,[144],"[10, 26, 40, 55, 69, 85, 99, 115, 129, 144]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cp\cp7.5k.mxml,cp,7500,Fixed,2000,Sliding,True,500,3,8
1806,time_series_strategy,cpd_frequency_delta3,"[31, 65, 102, 128, 164, 267, 308, 330]","[25, 58, 92, 125, 160, 194, 229, 262, 297, 330]",0.88,6.57,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Fixed,True,200,3,14
1807,time_series_strategy,cpd_prob_freq_delta3,"[28, 63, 102, 129, 163, 196, 241, 266, 308, 330]","[25, 58, 92, 125, 160, 194, 229, 262, 297, 330]",1.0,6.0,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Fixed,True,200,3,14
1808,time_series_strategy,cpd_cramersv_frequency,"[30, 63, 100, 130, 165, 198, 238, 268, 306, 330]","[25, 58, 92, 125, 160, 194, 229, 262, 297, 330]",1.0,6.22,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Fixed,True,200,3,14
1809,threshold_strategy,gtest_frequency3,"[29, 62, 98, 129, 164, 200, 212, 220, 234, 267, 306, 330]","[25, 58, 92, 125, 160, 194, 229, 262, 297, 330]",0.9,6.64,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Fixed,True,200,3,14
1810,threshold_strategy,fixed_frequency_delta_percentage3,"[6, 15, 24, 66, 98, 140, 147, 224, 231, 268, 272, 286, 302, 330]","[25, 58, 92, 125, 160, 194, 229, 262, 297, 330]",0.64,8.54,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Fixed,True,200,3,14
