,detection_strategy,detection_feature,detection_results,ground_truth,f1,delay,log_path,tipo_mudanca,log_size,window_size_mode,window_size,window_ref_mode,overlap,sliding_step,margin_error,margin_error_corrected
614,time_series_strategy,cpd_cramersv_frequency,[447],"[27, 75, 121, 168, 214, 261, 307, 354, 401, 447]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\fr\fr10k.MXML,fr,10000,Fixed,4000,Sliding,True,200,3,24
615,threshold_strategy,gtest_frequency3,[447],"[27, 75, 121, 168, 214, 261, 307, 354, 401, 447]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\fr\fr10k.MXML,fr,10000,Fixed,4000,Sliding,True,200,3,24
616,threshold_strategy,fixed_frequency_delta_percentage3,[447],"[27, 75, 121, 168, 214, 261, 307, 354, 401, 447]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\fr\fr10k.MXML,fr,10000,Fixed,4000,Sliding,True,200,3,24
617,threshold_strategy,fixed_cramersv_frequency,[447],"[27, 75, 121, 168, 214, 261, 307, 354, 401, 447]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\fr\fr10k.MXML,fr,10000,Fixed,4000,Sliding,True,200,3,24
618,time_series_strategy,cpd_frequency_delta3,"[146, 167, 191, 330]","[15, 50, 85, 119, 154, 189, 225, 260, 295, 330]",0.33,7.67,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\fr\fr7.5k.MXML,fr,7500,Fixed,4000,Sliding,True,200,3,24
619,time_series_strategy,cpd_prob_freq_delta3,"[70, 120, 144, 165, 298, 330]","[15, 50, 85, 119, 154, 189, 225, 260, 295, 330]",0.57,8.0,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\fr\fr7.5k.MXML,fr,7500,Fixed,4000,Sliding,True,200,3,24
620,time_series_strategy,cpd_cramersv_frequency,"[35, 56, 77, 98, 119, 140, 161, 182, 203, 224, 245, 266, 287, 308, 330]","[15, 50, 85, 119, 154, 189, 225, 260, 295, 330]",0.78,9.07,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\fr\fr7.5k.MXML,fr,7500,Fixed,4000,Sliding,True,200,3,24
621,threshold_strategy,gtest_frequency3,[330],"[15, 50, 85, 119, 154, 189, 225, 260, 295, 330]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\fr\fr7.5k.MXML,fr,7500,Fixed,4000,Sliding,True,200,3,24
622,threshold_strategy,fixed_frequency_delta_percentage3,[330],"[15, 50, 85, 119, 154, 189, 225, 260, 295, 330]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\fr\fr7.5k.MXML,fr,7500,Fixed,4000,Sliding,True,200,3,24
623,threshold_strategy,fixed_cramersv_frequency,[330],"[15, 50, 85, 119, 154, 189, 225, 260, 295, 330]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\fr\fr7.5k.MXML,fr,7500,Fixed,4000,Sliding,True,200,3,24
624,time_series_strategy,cpd_frequency_delta3,"[28, 194, 218, 384, 408, 429, 454]","[27, 75, 122, 170, 217, 265, 311, 359, 406, 454]",0.4,12.0,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IOR\IOR10k.MXML,IOR,10000,Fixed,4000,Sliding,True,200,3,24
625,time_series_strategy,cpd_prob_freq_delta3,"[27, 193, 217, 239, 267, 288, 309, 384, 406, 429, 454]","[27, 75, 122, 170, 217, 265, 311, 359, 406, 454]",0.63,11.7,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IOR\IOR10k.MXML,IOR,10000,Fixed,4000,Sliding,True,200,3,24
626,time_series_strategy,cpd_cramersv_frequency,[454],"[27, 75, 122, 170, 217, 265, 311, 359, 406, 454]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IOR\IOR10k.MXML,IOR,10000,Fixed,4000,Sliding,True,200,3,24
627,threshold_strategy,gtest_frequency3,[454],"[27, 75, 122, 170, 217, 265, 311, 359, 406, 454]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IOR\IOR10k.MXML,IOR,10000,Fixed,4000,Sliding,True,200,3,24
628,threshold_strategy,fixed_frequency_delta_percentage3,[454],"[27, 75, 122, 170, 217, 265, 311, 359, 406, 454]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IOR\IOR10k.MXML,IOR,10000,Fixed,4000,Sliding,True,200,3,24
629,threshold_strategy,fixed_cramersv_frequency,[454],"[27, 75, 122, 170, 217, 265, 311, 359, 406, 454]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IOR\IOR10k.MXML,IOR,10000,Fixed,4000,Sliding,True,200,3,24
630,time_series_strategy,cpd_frequency_delta3,"[122, 143, 164, 285, 335]","[15, 51, 85, 121, 157, 192, 228, 263, 298, 335]",0.46,8.75,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IOR\IOR7.5k.mxml,IOR,7500,Fixed,4000,Sliding,True,200,3,24
631,time_series_strategy,cpd_prob_freq_delta3,"[52, 74, 139, 160, 212, 233, 265, 286, 335]","[15, 51, 85, 121, 157, 192, 228, 263, 298, 335]",0.71,8.5,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IOR\IOR7.5k.mxml,IOR,7500,Fixed,4000,Sliding,True,200,3,24
632,time_series_strategy,cpd_cramersv_frequency,"[35, 56, 77, 98, 119, 140, 161, 182, 203, 224, 245, 266, 287, 311, 335]","[15, 51, 85, 121, 157, 192, 228, 263, 298, 335]",0.78,9.57,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IOR\IOR7.5k.mxml,IOR,7500,Fixed,4000,Sliding,True,200,3,24
633,threshold_strategy,gtest_frequency3,[335],"[15, 51, 85, 121, 157, 192, 228, 263, 298, 335]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IOR\IOR7.5k.mxml,IOR,7500,Fixed,4000,Sliding,True,200,3,24
634,threshold_strategy,fixed_frequency_delta_percentage3,[335],"[15, 51, 85, 121, 157, 192, 228, 263, 298, 335]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IOR\IOR7.5k.mxml,IOR,7500,Fixed,4000,Sliding,True,200,3,24
635,threshold_strategy,fixed_cramersv_frequency,[335],"[15, 51, 85, 121, 157, 192, 228, 263, 298, 335]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IOR\IOR7.5k.mxml,IOR,7500,Fixed,4000,Sliding,True,200,3,24
636,time_series_strategy,cpd_frequency_delta3,"[24, 124, 197, 224, 295, 323, 395, 468]","[27, 77, 124, 175, 222, 273, 319, 371, 418, 468]",0.88,10.86,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IRO\IRO10k.MXML,IRO,10000,Fixed,4000,Sliding,True,200,3,24
637,time_series_strategy,cpd_prob_freq_delta3,[468],"[27, 77, 124, 175, 222, 273, 319, 371, 418, 468]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IRO\IRO10k.MXML,IRO,10000,Fixed,4000,Sliding,True,200,3,24
638,time_series_strategy,cpd_cramersv_frequency,[468],"[27, 77, 124, 175, 222, 273, 319, 371, 418, 468]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IRO\IRO10k.MXML,IRO,10000,Fixed,4000,Sliding,True,200,3,24
639,threshold_strategy,gtest_frequency3,[468],"[27, 77, 124, 175, 222, 273, 319, 371, 418, 468]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IRO\IRO10k.MXML,IRO,10000,Fixed,4000,Sliding,True,200,3,24
640,threshold_strategy,fixed_frequency_delta_percentage3,[468],"[27, 77, 124, 175, 222, 273, 319, 371, 418, 468]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IRO\IRO10k.MXML,IRO,10000,Fixed,4000,Sliding,True,200,3,24
641,threshold_strategy,fixed_cramersv_frequency,[468],"[27, 77, 124, 175, 222, 273, 319, 371, 418, 468]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IRO\IRO10k.MXML,IRO,10000,Fixed,4000,Sliding,True,200,3,24
642,time_series_strategy,cpd_frequency_delta3,"[238, 259, 310, 346]","[15, 53, 87, 126, 161, 200, 235, 274, 309, 346]",0.5,6.33,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IRO\IRO7.5k.mxml,IRO,7500,Fixed,4000,Sliding,True,200,3,24
643,time_series_strategy,cpd_prob_freq_delta3,"[87, 108, 132, 173, 199, 220, 241, 293, 314, 346]","[15, 53, 87, 126, 161, 200, 235, 274, 309, 346]",0.78,8.78,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IRO\IRO7.5k.mxml,IRO,7500,Fixed,4000,Sliding,True,200,3,24
644,time_series_strategy,cpd_cramersv_frequency,[346],"[15, 53, 87, 126, 161, 200, 235, 274, 309, 346]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IRO\IRO7.5k.mxml,IRO,7500,Fixed,4000,Sliding,True,200,3,24
645,threshold_strategy,gtest_frequency3,[346],"[15, 53, 87, 126, 161, 200, 235, 274, 309, 346]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IRO\IRO7.5k.mxml,IRO,7500,Fixed,4000,Sliding,True,200,3,24
646,threshold_strategy,fixed_frequency_delta_percentage3,[346],"[15, 53, 87, 126, 161, 200, 235, 274, 309, 346]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IRO\IRO7.5k.mxml,IRO,7500,Fixed,4000,Sliding,True,200,3,24
647,threshold_strategy,fixed_cramersv_frequency,[346],"[15, 53, 87, 126, 161, 200, 235, 274, 309, 346]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\IRO\IRO7.5k.mxml,IRO,7500,Fixed,4000,Sliding,True,200,3,24
648,time_series_strategy,cpd_frequency_delta3,"[41, 142, 181, 281, 319, 422, 459, 560, 599, 678]","[39, 119, 178, 258, 318, 399, 459, 538, 598, 678]",1.0,10.89,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\lp\lp10k.mxml,lp,10000,Fixed,4000,Sliding,True,200,3,24
649,time_series_strategy,cpd_prob_freq_delta3,"[41, 142, 179, 281, 319, 422, 459, 560, 601, 678]","[39, 119, 178, 258, 318, 399, 459, 538, 598, 678]",1.0,10.89,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\lp\lp10k.mxml,lp,10000,Fixed,4000,Sliding,True,200,3,24
650,time_series_strategy,cpd_cramersv_frequency,[678],"[39, 119, 178, 258, 318, 399, 459, 538, 598, 678]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\lp\lp10k.mxml,lp,10000,Fixed,4000,Sliding,True,200,3,24
651,threshold_strategy,gtest_frequency3,[678],"[39, 119, 178, 258, 318, 399, 459, 538, 598, 678]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\lp\lp10k.mxml,lp,10000,Fixed,4000,Sliding,True,200,3,24
652,threshold_strategy,fixed_frequency_delta_percentage3,[678],"[39, 119, 178, 258, 318, 399, 459, 538, 598, 678]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\lp\lp10k.mxml,lp,10000,Fixed,4000,Sliding,True,200,3,24
653,threshold_strategy,fixed_cramersv_frequency,[678],"[39, 119, 178, 258, 318, 399, 459, 538, 598, 678]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\lp\lp10k.mxml,lp,10000,Fixed,4000,Sliding,True,200,3,24
654,time_series_strategy,cpd_frequency_delta3,"[26, 104, 131, 211, 233, 313, 338, 416, 440, 502]","[24, 85, 129, 189, 233, 292, 337, 395, 440, 502]",1.0,9.78,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\lp\lp7.5k.mxml,lp,7500,Fixed,4000,Sliding,True,200,3,24
655,time_series_strategy,cpd_prob_freq_delta3,"[26, 104, 130, 211, 233, 314, 337, 417, 440, 502]","[24, 85, 129, 189, 233, 292, 337, 395, 440, 502]",1.0,9.78,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\lp\lp7.5k.mxml,lp,7500,Fixed,4000,Sliding,True,200,3,24
656,time_series_strategy,cpd_cramersv_frequency,[502],"[24, 85, 129, 189, 233, 292, 337, 395, 440, 502]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\lp\lp7.5k.mxml,lp,7500,Fixed,4000,Sliding,True,200,3,24
657,threshold_strategy,gtest_frequency3,[502],"[24, 85, 129, 189, 233, 292, 337, 395, 440, 502]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\lp\lp7.5k.mxml,lp,7500,Fixed,4000,Sliding,True,200,3,24
658,threshold_strategy,fixed_frequency_delta_percentage3,[502],"[24, 85, 129, 189, 233, 292, 337, 395, 440, 502]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\lp\lp7.5k.mxml,lp,7500,Fixed,4000,Sliding,True,200,3,24
659,threshold_strategy,fixed_cramersv_frequency,[502],"[24, 85, 129, 189, 233, 292, 337, 395, 440, 502]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\lp\lp7.5k.mxml,lp,7500,Fixed,4000,Sliding,True,200,3,24
660,time_series_strategy,cpd_frequency_delta3,[482],"[27, 80, 127, 182, 229, 282, 329, 381, 428, 482]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\OIR\OIR10k.MXML,OIR,10000,Fixed,4000,Sliding,True,200,3,24
661,time_series_strategy,cpd_prob_freq_delta3,[482],"[27, 80, 127, 182, 229, 282, 329, 381, 428, 482]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\OIR\OIR10k.MXML,OIR,10000,Fixed,4000,Sliding,True,200,3,24
662,time_series_strategy,cpd_cramersv_frequency,[482],"[27, 80, 127, 182, 229, 282, 329, 381, 428, 482]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\OIR\OIR10k.MXML,OIR,10000,Fixed,4000,Sliding,True,200,3,24
663,threshold_strategy,gtest_frequency3,[482],"[27, 80, 127, 182, 229, 282, 329, 381, 428, 482]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\OIR\OIR10k.MXML,OIR,10000,Fixed,4000,Sliding,True,200,3,24
664,threshold_strategy,fixed_frequency_delta_percentage3,[482],"[27, 80, 127, 182, 229, 282, 329, 381, 428, 482]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\OIR\OIR10k.MXML,OIR,10000,Fixed,4000,Sliding,True,200,3,24
665,threshold_strategy,fixed_cramersv_frequency,[482],"[27, 80, 127, 182, 229, 282, 329, 381, 428, 482]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\OIR\OIR10k.MXML,OIR,10000,Fixed,4000,Sliding,True,200,3,24
666,time_series_strategy,cpd_frequency_delta3,"[36, 57, 111, 132, 187, 208, 263, 284, 337, 358]","[15, 55, 90, 130, 166, 206, 242, 283, 318, 358]",1.0,11.44,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\OIR\OIR7.5k.MXML,OIR,7500,Fixed,4000,Sliding,True,200,3,24
667,time_series_strategy,cpd_prob_freq_delta3,"[36, 57, 111, 132, 187, 208, 263, 284, 337, 358]","[15, 55, 90, 130, 166, 206, 242, 283, 318, 358]",1.0,11.44,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\OIR\OIR7.5k.MXML,OIR,7500,Fixed,4000,Sliding,True,200,3,24
668,time_series_strategy,cpd_cramersv_frequency,[358],"[15, 55, 90, 130, 166, 206, 242, 283, 318, 358]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\OIR\OIR7.5k.MXML,OIR,7500,Fixed,4000,Sliding,True,200,3,24
669,threshold_strategy,gtest_frequency3,[358],"[15, 55, 90, 130, 166, 206, 242, 283, 318, 358]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\OIR\OIR7.5k.MXML,OIR,7500,Fixed,4000,Sliding,True,200,3,24
670,threshold_strategy,fixed_frequency_delta_percentage3,[358],"[15, 55, 90, 130, 166, 206, 242, 283, 318, 358]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\OIR\OIR7.5k.MXML,OIR,7500,Fixed,4000,Sliding,True,200,3,24
671,threshold_strategy,fixed_cramersv_frequency,[358],"[15, 55, 90, 130, 166, 206, 242, 283, 318, 358]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\OIR\OIR7.5k.MXML,OIR,7500,Fixed,4000,Sliding,True,200,3,24
672,time_series_strategy,cpd_frequency_delta3,"[47, 92, 139, 185, 230, 279, 323, 374, 418, 462]","[42, 89, 135, 182, 229, 275, 321, 368, 415, 462]",1.0,3.44,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,1000,Fixed,True,200,3,9
673,time_series_strategy,cpd_prob_freq_delta3,"[47, 92, 140, 184, 233, 278, 324, 372, 419, 462]","[42, 89, 135, 182, 229, 275, 321, 368, 415, 462]",1.0,3.67,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,1000,Fixed,True,200,3,9
674,time_series_strategy,cpd_cramersv_frequency,"[46, 92, 139, 185, 233, 279, 324, 373, 418, 462]","[42, 89, 135, 182, 229, 275, 321, 368, 415, 462]",1.0,3.67,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,1000,Fixed,True,200,3,9
675,threshold_strategy,gtest_frequency3,"[45, 92, 138, 184, 230, 278, 322, 372, 417, 462]","[42, 89, 135, 182, 229, 275, 321, 368, 415, 462]",1.0,2.44,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,1000,Fixed,True,200,3,9
676,threshold_strategy,fixed_frequency_delta_percentage3,"[4, 99, 103, 377, 384, 462]","[42, 89, 135, 182, 229, 275, 321, 368, 415, 462]",0.0,17.4,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,1000,Fixed,True,200,3,9
677,threshold_strategy,fixed_cramersv_frequency,"[44, 93, 137, 185, 229, 279, 322, 374, 416, 462]","[42, 89, 135, 182, 229, 275, 321, 368, 415, 462]",1.0,2.56,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,1000,Fixed,True,200,3,9
678,time_series_strategy,cpd_frequency_delta3,"[46, 99, 145, 199, 247, 298, 345, 398, 445, 495]","[42, 95, 142, 196, 243, 296, 342, 394, 441, 495]",1.0,3.44,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI10k.MXML,ORI,10000,Fixed,1000,Fixed,True,200,3,9
679,time_series_strategy,cpd_prob_freq_delta3,"[46, 99, 146, 199, 247, 298, 346, 398, 445, 495]","[42, 95, 142, 196, 243, 296, 342, 394, 441, 495]",1.0,3.67,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI10k.MXML,ORI,10000,Fixed,1000,Fixed,True,200,3,9
680,time_series_strategy,cpd_cramersv_frequency,"[46, 99, 145, 199, 246, 299, 345, 398, 445, 495]","[42, 95, 142, 196, 243, 296, 342, 394, 441, 495]",1.0,3.44,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI10k.MXML,ORI,10000,Fixed,1000,Fixed,True,200,3,9
681,threshold_strategy,gtest_frequency3,"[44, 99, 143, 199, 244, 298, 343, 398, 443, 495]","[42, 95, 142, 196, 243, 296, 342, 394, 441, 495]",1.0,2.22,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI10k.MXML,ORI,10000,Fixed,1000,Fixed,True,200,3,9
682,threshold_strategy,fixed_frequency_delta_percentage3,"[4, 106, 110, 403, 410, 495]","[42, 95, 142, 196, 243, 296, 342, 394, 441, 495]",0.0,17.8,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI10k.MXML,ORI,10000,Fixed,1000,Fixed,True,200,3,9
683,threshold_strategy,fixed_cramersv_frequency,"[44, 100, 143, 200, 244, 299, 342, 400, 442, 495]","[42, 95, 142, 196, 243, 296, 342, 394, 441, 495]",1.0,2.56,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI10k.MXML,ORI,10000,Fixed,1000,Fixed,True,200,3,9
684,time_series_strategy,cpd_frequency_delta3,"[128, 150, 182, 203, 228, 249, 280, 448, 480]","[27, 80, 127, 181, 228, 281, 327, 379, 426, 480]",0.59,11.38,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI10k.MXML,ORI,10000,Fixed,4000,Sliding,True,200,3,24
685,time_series_strategy,cpd_prob_freq_delta3,[480],"[27, 80, 127, 181, 228, 281, 327, 379, 426, 480]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI10k.MXML,ORI,10000,Fixed,4000,Sliding,True,200,3,24
686,time_series_strategy,cpd_cramersv_frequency,[480],"[27, 80, 127, 181, 228, 281, 327, 379, 426, 480]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI10k.MXML,ORI,10000,Fixed,4000,Sliding,True,200,3,24
687,threshold_strategy,gtest_frequency3,[480],"[27, 80, 127, 181, 228, 281, 327, 379, 426, 480]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI10k.MXML,ORI,10000,Fixed,4000,Sliding,True,200,3,24
688,threshold_strategy,fixed_frequency_delta_percentage3,[480],"[27, 80, 127, 181, 228, 281, 327, 379, 426, 480]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI10k.MXML,ORI,10000,Fixed,4000,Sliding,True,200,3,24
689,threshold_strategy,fixed_cramersv_frequency,[480],"[27, 80, 127, 181, 228, 281, 327, 379, 426, 480]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI10k.MXML,ORI,10000,Fixed,4000,Sliding,True,200,3,24
690,time_series_strategy,cpd_frequency_delta3,"[184, 205, 226, 280, 301, 354]","[15, 55, 90, 129, 164, 204, 239, 279, 314, 354]",0.43,9.6,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI7.5k.MXML,ORI,7500,Fixed,4000,Sliding,True,200,3,24
691,time_series_strategy,cpd_prob_freq_delta3,"[37, 58, 110, 131, 186, 207, 260, 281, 333, 354]","[15, 55, 90, 129, 164, 204, 239, 279, 314, 354]",1.0,11.44,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI7.5k.MXML,ORI,7500,Fixed,4000,Sliding,True,200,3,24
692,time_series_strategy,cpd_cramersv_frequency,[354],"[15, 55, 90, 129, 164, 204, 239, 279, 314, 354]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI7.5k.MXML,ORI,7500,Fixed,4000,Sliding,True,200,3,24
693,threshold_strategy,gtest_frequency3,[354],"[15, 55, 90, 129, 164, 204, 239, 279, 314, 354]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI7.5k.MXML,ORI,7500,Fixed,4000,Sliding,True,200,3,24
694,threshold_strategy,fixed_frequency_delta_percentage3,[354],"[15, 55, 90, 129, 164, 204, 239, 279, 314, 354]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI7.5k.MXML,ORI,7500,Fixed,4000,Sliding,True,200,3,24
695,threshold_strategy,fixed_cramersv_frequency,[354],"[15, 55, 90, 129, 164, 204, 239, 279, 314, 354]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\ORI\ORI7.5k.MXML,ORI,7500,Fixed,4000,Sliding,True,200,3,24
696,time_series_strategy,cpd_frequency_delta3,"[28, 49, 74, 237, 263, 332, 356, 377, 403, 424, 448]","[27, 73, 120, 168, 215, 262, 308, 355, 402, 448]",0.63,11.6,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\pl\pl10k.mxml,pl,10000,Fixed,4000,Sliding,True,200,3,24
697,time_series_strategy,cpd_prob_freq_delta3,[448],"[27, 73, 120, 168, 215, 262, 308, 355, 402, 448]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\pl\pl10k.mxml,pl,10000,Fixed,4000,Sliding,True,200,3,24
698,time_series_strategy,cpd_cramersv_frequency,[448],"[27, 73, 120, 168, 215, 262, 308, 355, 402, 448]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\pl\pl10k.mxml,pl,10000,Fixed,4000,Sliding,True,200,3,24
699,threshold_strategy,gtest_frequency3,[448],"[27, 73, 120, 168, 215, 262, 308, 355, 402, 448]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\pl\pl10k.mxml,pl,10000,Fixed,4000,Sliding,True,200,3,24
700,threshold_strategy,fixed_frequency_delta_percentage3,[448],"[27, 73, 120, 168, 215, 262, 308, 355, 402, 448]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\pl\pl10k.mxml,pl,10000,Fixed,4000,Sliding,True,200,3,24
701,threshold_strategy,fixed_cramersv_frequency,[448],"[27, 73, 120, 168, 215, 262, 308, 355, 402, 448]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\pl\pl10k.mxml,pl,10000,Fixed,4000,Sliding,True,200,3,24
702,time_series_strategy,cpd_frequency_delta3,"[172, 193, 241, 262, 283, 332]","[15, 51, 85, 120, 155, 190, 226, 261, 296, 332]",0.57,9.8,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\pl\pl7.5k.mxml,pl,7500,Fixed,4000,Sliding,True,200,3,24
703,time_series_strategy,cpd_prob_freq_delta3,"[86, 107, 128, 172, 193, 214, 262, 283, 332]","[15, 51, 85, 120, 155, 190, 226, 261, 296, 332]",0.71,8.5,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\pl\pl7.5k.mxml,pl,7500,Fixed,4000,Sliding,True,200,3,24
704,time_series_strategy,cpd_cramersv_frequency,"[35, 56, 77, 98, 119, 140, 161, 182, 203, 224, 245, 266, 287, 308, 332]","[15, 51, 85, 120, 155, 190, 226, 261, 296, 332]",0.78,9.21,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\pl\pl7.5k.mxml,pl,7500,Fixed,4000,Sliding,True,200,3,24
705,threshold_strategy,gtest_frequency3,[332],"[15, 51, 85, 120, 155, 190, 226, 261, 296, 332]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\pl\pl7.5k.mxml,pl,7500,Fixed,4000,Sliding,True,200,3,24
706,threshold_strategy,fixed_frequency_delta_percentage3,[332],"[15, 51, 85, 120, 155, 190, 226, 261, 296, 332]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\pl\pl7.5k.mxml,pl,7500,Fixed,4000,Sliding,True,200,3,24
707,threshold_strategy,fixed_cramersv_frequency,[332],"[15, 51, 85, 120, 155, 190, 226, 261, 296, 332]",0.0,,../Input/Synthetic/Business Process Drift (Maaradji - Fast)/logs\pl\pl7.5k.mxml,pl,7500,Fixed,4000,Sliding,True,200,3,24
