,detection_strategy,detection_feature,detection_results,ground_truth,f1,delay,log_path,log_size,change_pattern,noise_size,window_size_mode,window_size,window_ref_mode,overlap,sliding_step,margin_error,margin_error_corrected
11477,threshold_strategy,fixed_cramersv_frequency3,[458],"[139, 302, 458]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval_5.mxml.gz,Size5,ParallelRemoval_5,5,Fixed,4000,Fixed,True,200,3,24
11478,time_series_strategy,cpd_frequency_delta3,"[24, 115, 181, 350, 379, 576]","[179, 378, 576]",0.57,50.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence.mxml.gz,Size5,ParallelToSequence,0,Fixed,4000,Fixed,True,200,3,24
11479,time_series_strategy,cpd_prob_freq_delta3,"[24, 116, 167, 188, 357, 379, 576]","[179, 378, 576]",0.5,43.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence.mxml.gz,Size5,ParallelToSequence,0,Fixed,4000,Fixed,True,200,3,24
11480,time_series_strategy,cpd_cramersv_frequency3,"[175, 196, 300, 357, 380, 576]","[179, 378, 576]",0.57,24.4,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence.mxml.gz,Size5,ParallelToSequence,0,Fixed,4000,Fixed,True,200,3,24
11481,threshold_strategy,gtest_frequency3,"[178, 376, 576]","[179, 378, 576]",1.0,1.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence.mxml.gz,Size5,ParallelToSequence,0,Fixed,4000,Fixed,True,200,3,24
11482,threshold_strategy,fixed_frequency_delta_percentage3,"[8, 576]","[179, 378, 576]",0.0,171.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence.mxml.gz,Size5,ParallelToSequence,0,Fixed,4000,Fixed,True,200,3,24
11483,threshold_strategy,fixed_cramersv_frequency3,"[178, 377, 576]","[179, 378, 576]",1.0,1.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence.mxml.gz,Size5,ParallelToSequence,0,Fixed,4000,Fixed,True,200,3,24
11484,time_series_strategy,cpd_frequency_delta3,"[24, 118, 165, 186, 383, 589]","[183, 386, 589]",0.57,49.6,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_2.mxml.gz,Size5,ParallelToSequence_2,2,Fixed,4000,Fixed,True,200,3,24
11485,time_series_strategy,cpd_prob_freq_delta3,"[24, 118, 171, 192, 366, 387, 589]","[183, 386, 589]",0.5,44.33,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_2.mxml.gz,Size5,ParallelToSequence_2,2,Fixed,4000,Fixed,True,200,3,24
11486,time_series_strategy,cpd_cramersv_frequency3,"[188, 226, 265, 345, 380, 589]","[183, 386, 589]",0.57,35.4,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_2.mxml.gz,Size5,ParallelToSequence_2,2,Fixed,4000,Fixed,True,200,3,24
11487,threshold_strategy,gtest_frequency3,"[189, 375, 589]","[183, 386, 589]",1.0,8.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_2.mxml.gz,Size5,ParallelToSequence_2,2,Fixed,4000,Fixed,True,200,3,24
11488,threshold_strategy,fixed_frequency_delta_percentage3,"[7, 589]","[183, 386, 589]",0.0,176.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_2.mxml.gz,Size5,ParallelToSequence_2,2,Fixed,4000,Fixed,True,200,3,24
11489,threshold_strategy,fixed_cramersv_frequency3,"[188, 376, 589]","[183, 386, 589]",1.0,7.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_2.mxml.gz,Size5,ParallelToSequence_2,2,Fixed,4000,Fixed,True,200,3,24
11490,time_series_strategy,cpd_frequency_delta3,"[24, 169, 190, 252, 290, 365, 395, 601]","[187, 395, 601]",0.44,54.57,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_5.mxml.gz,Size5,ParallelToSequence_5,5,Fixed,4000,Fixed,True,200,3,24
11491,time_series_strategy,cpd_prob_freq_delta3,"[24, 120, 175, 196, 371, 395, 601]","[187, 395, 601]",0.5,45.83,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_5.mxml.gz,Size5,ParallelToSequence_5,5,Fixed,4000,Fixed,True,200,3,24
11492,time_series_strategy,cpd_cramersv_frequency3,"[195, 216, 294, 330, 359, 380, 601]","[187, 395, 601]",0.5,42.33,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_5.mxml.gz,Size5,ParallelToSequence_5,5,Fixed,4000,Fixed,True,200,3,24
11493,threshold_strategy,gtest_frequency3,"[201, 313, 316, 370, 601]","[187, 395, 601]",0.33,50.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_5.mxml.gz,Size5,ParallelToSequence_5,5,Fixed,4000,Fixed,True,200,3,24
11494,threshold_strategy,fixed_frequency_delta_percentage3,"[4, 601]","[187, 395, 601]",0.0,183.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_5.mxml.gz,Size5,ParallelToSequence_5,5,Fixed,4000,Fixed,True,200,3,24
11495,threshold_strategy,fixed_cramersv_frequency3,"[196, 372, 601]","[187, 395, 601]",1.0,16.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_5.mxml.gz,Size5,ParallelToSequence_5,5,Fixed,4000,Fixed,True,200,3,24
11496,time_series_strategy,cpd_frequency_delta3,"[24, 59, 153, 176, 368, 389, 564]","[175, 370, 564]",0.5,51.83,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove.mxml.gz,Size5,SerialMove,0,Fixed,4000,Fixed,True,200,3,24
11497,time_series_strategy,cpd_prob_freq_delta3,"[24, 163, 184, 263, 310, 358, 379, 564]","[175, 370, 564]",0.44,48.71,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove.mxml.gz,Size5,SerialMove,0,Fixed,4000,Fixed,True,200,3,24
11498,time_series_strategy,cpd_cramersv_frequency3,"[169, 190, 355, 376, 564]","[175, 370, 564]",0.67,10.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove.mxml.gz,Size5,SerialMove,0,Fixed,4000,Fixed,True,200,3,24
11499,threshold_strategy,gtest_frequency3,"[171, 372, 564]","[175, 370, 564]",1.0,3.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove.mxml.gz,Size5,SerialMove,0,Fixed,4000,Fixed,True,200,3,24
11500,threshold_strategy,fixed_frequency_delta_percentage3,"[16, 564]","[175, 370, 564]",0.0,159.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove.mxml.gz,Size5,SerialMove,0,Fixed,4000,Fixed,True,200,3,24
11501,threshold_strategy,fixed_cramersv_frequency3,"[170, 373, 564]","[175, 370, 564]",1.0,4.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove.mxml.gz,Size5,SerialMove,0,Fixed,4000,Fixed,True,200,3,24
11502,time_series_strategy,cpd_frequency_delta3,"[14, 97, 143, 182, 210, 322]","[100, 214, 322]",0.57,33.6,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size1\Atomic\ConditionalToSequence\output\ConditionalToSequence_2.mxml.gz,Size1,ConditionalToSequence_2,2,Fixed,2000,Fixed,True,200,3,14
11503,time_series_strategy,cpd_prob_freq_delta3,"[14, 96, 107, 143, 210, 322]","[100, 214, 322]",0.57,28.8,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size1\Atomic\ConditionalToSequence\output\ConditionalToSequence_2.mxml.gz,Size1,ConditionalToSequence_2,2,Fixed,2000,Fixed,True,200,3,14
11504,time_series_strategy,cpd_cramersv_frequency3,"[100, 128, 143, 199, 210, 322]","[100, 214, 322]",0.57,18.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size1\Atomic\ConditionalToSequence\output\ConditionalToSequence_2.mxml.gz,Size1,ConditionalToSequence_2,2,Fixed,2000,Fixed,True,200,3,14
11505,threshold_strategy,gtest_frequency3,"[101, 207, 322]","[100, 214, 322]",1.0,4.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size1\Atomic\ConditionalToSequence\output\ConditionalToSequence_2.mxml.gz,Size1,ConditionalToSequence_2,2,Fixed,2000,Fixed,True,200,3,14
11506,threshold_strategy,fixed_frequency_delta_percentage3,"[3, 322]","[100, 214, 322]",0.0,97.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size1\Atomic\ConditionalToSequence\output\ConditionalToSequence_2.mxml.gz,Size1,ConditionalToSequence_2,2,Fixed,2000,Fixed,True,200,3,14
11507,threshold_strategy,fixed_cramersv_frequency3,"[100, 208, 322]","[100, 214, 322]",1.0,3.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size1\Atomic\ConditionalToSequence\output\ConditionalToSequence_2.mxml.gz,Size1,ConditionalToSequence_2,2,Fixed,2000,Fixed,True,200,3,14
11508,time_series_strategy,cpd_frequency_delta3,"[99, 208, 256, 321]","[101, 209, 321]",0.8,16.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size1\Nested\RIO\output\RIO_2.mxml.gz,Size1,RIO_2,2,Fixed,2000,Fixed,True,200,3,14
11509,time_series_strategy,cpd_prob_freq_delta3,"[97, 108, 199, 210, 321]","[101, 209, 321]",0.67,5.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size1\Nested\RIO\output\RIO_2.mxml.gz,Size1,RIO_2,2,Fixed,2000,Fixed,True,200,3,14
11510,time_series_strategy,cpd_cramersv_frequency3,"[102, 113, 149, 169, 183, 206, 321]","[101, 209, 321]",0.5,21.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size1\Nested\RIO\output\RIO_2.mxml.gz,Size1,RIO_2,2,Fixed,2000,Fixed,True,200,3,14
11511,threshold_strategy,gtest_frequency3,"[103, 203, 321]","[101, 209, 321]",1.0,4.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size1\Nested\RIO\output\RIO_2.mxml.gz,Size1,RIO_2,2,Fixed,2000,Fixed,True,200,3,14
11512,threshold_strategy,fixed_frequency_delta_percentage3,"[4, 321]","[101, 209, 321]",0.0,97.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size1\Nested\RIO\output\RIO_2.mxml.gz,Size1,RIO_2,2,Fixed,2000,Fixed,True,200,3,14
11513,threshold_strategy,fixed_cramersv_frequency3,"[102, 204, 321]","[101, 209, 321]",1.0,3.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size1\Nested\RIO\output\RIO_2.mxml.gz,Size1,RIO_2,2,Fixed,2000,Fixed,True,200,3,14
11514,time_series_strategy,cpd_frequency_delta3,"[24, 156, 178, 376, 397, 576]","[179, 379, 576]",0.57,40.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_2.mxml.gz,Size5,SerialMove_2,2,Fixed,4000,Fixed,True,200,3,24
11515,time_series_strategy,cpd_prob_freq_delta3,"[24, 167, 188, 274, 304, 365, 386, 576]","[179, 379, 576]",0.44,52.43,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_2.mxml.gz,Size5,SerialMove_2,2,Fixed,4000,Fixed,True,200,3,24
11516,time_series_strategy,cpd_cramersv_frequency3,"[182, 276, 309, 349, 374, 576]","[179, 379, 576]",0.57,41.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_2.mxml.gz,Size5,SerialMove_2,2,Fixed,4000,Fixed,True,200,3,24
11517,threshold_strategy,gtest_frequency3,"[183, 371, 576]","[179, 379, 576]",1.0,6.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_2.mxml.gz,Size5,SerialMove_2,2,Fixed,4000,Fixed,True,200,3,24
11518,threshold_strategy,fixed_frequency_delta_percentage3,"[7, 576]","[179, 379, 576]",0.0,172.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_2.mxml.gz,Size5,SerialMove_2,2,Fixed,4000,Fixed,True,200,3,24
11519,threshold_strategy,fixed_cramersv_frequency3,"[183, 371, 576]","[179, 379, 576]",1.0,6.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_2.mxml.gz,Size5,SerialMove_2,2,Fixed,4000,Fixed,True,200,3,24
11520,time_series_strategy,cpd_frequency_delta3,"[24, 158, 179, 392, 588]","[183, 387, 588]",0.67,48.25,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_5.mxml.gz,Size5,SerialMove_5,5,Fixed,4000,Fixed,True,200,3,24
11521,time_series_strategy,cpd_prob_freq_delta3,"[167, 188, 377, 588]","[183, 387, 588]",0.8,10.33,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_5.mxml.gz,Size5,SerialMove_5,5,Fixed,4000,Fixed,True,200,3,24
11522,time_series_strategy,cpd_cramersv_frequency3,"[189, 211, 244, 271, 297, 323, 344, 377, 588]","[183, 387, 588]",0.4,48.75,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_5.mxml.gz,Size5,SerialMove_5,5,Fixed,4000,Fixed,True,200,3,24
11523,threshold_strategy,gtest_frequency3,"[190, 371, 588]","[183, 387, 588]",1.0,11.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_5.mxml.gz,Size5,SerialMove_5,5,Fixed,4000,Fixed,True,200,3,24
11524,threshold_strategy,fixed_frequency_delta_percentage3,"[6, 588]","[183, 387, 588]",0.0,177.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_5.mxml.gz,Size5,SerialMove_5,5,Fixed,4000,Fixed,True,200,3,24
11525,threshold_strategy,fixed_cramersv_frequency3,"[190, 372, 588]","[183, 387, 588]",1.0,11.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_5.mxml.gz,Size5,SerialMove_5,5,Fixed,4000,Fixed,True,200,3,24
11526,time_series_strategy,cpd_frequency_delta3,"[35, 138, 256, 283, 347, 368, 443]","[135, 286, 443]",0.5,46.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size5,SerialRemoval,0,Fixed,4000,Fixed,True,200,3,24
11527,time_series_strategy,cpd_prob_freq_delta3,"[32, 66, 127, 148, 274, 295, 377, 400, 443]","[135, 286, 443]",0.4,52.38,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size5,SerialRemoval,0,Fixed,4000,Fixed,True,200,3,24
11528,time_series_strategy,cpd_cramersv_frequency3,"[132, 153, 252, 273, 294, 443]","[135, 286, 443]",0.57,15.2,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size5,SerialRemoval,0,Fixed,4000,Fixed,True,200,3,24
11529,threshold_strategy,gtest_frequency3,"[134, 288, 443]","[135, 286, 443]",1.0,1.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size5,SerialRemoval,0,Fixed,4000,Fixed,True,200,3,24
11530,threshold_strategy,fixed_frequency_delta_percentage3,"[35, 118, 129, 346, 364, 403, 420, 443]","[135, 286, 443]",0.22,73.14,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size5,SerialRemoval,0,Fixed,4000,Fixed,True,200,3,24
11531,threshold_strategy,fixed_cramersv_frequency3,"[134, 288, 443]","[135, 286, 443]",1.0,1.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size5,SerialRemoval,0,Fixed,4000,Fixed,True,200,3,24
11532,time_series_strategy,cpd_frequency_delta3,"[24, 132, 153, 259, 319, 367, 477]","[148, 311, 477]",0.5,43.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_2.mxml.gz,Size5,SerialRemoval_2,2,Fixed,4000,Fixed,True,200,3,24
11533,time_series_strategy,cpd_prob_freq_delta3,"[139, 160, 303, 324, 477]","[148, 311, 477]",0.67,10.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_2.mxml.gz,Size5,SerialRemoval_2,2,Fixed,4000,Fixed,True,200,3,24
11534,time_series_strategy,cpd_cramersv_frequency3,"[157, 198, 221, 255, 276, 308, 477]","[148, 311, 477]",0.5,37.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_2.mxml.gz,Size5,SerialRemoval_2,2,Fixed,4000,Fixed,True,200,3,24
11535,threshold_strategy,gtest_frequency3,"[158, 303, 477]","[148, 311, 477]",1.0,9.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_2.mxml.gz,Size5,SerialRemoval_2,2,Fixed,4000,Fixed,True,200,3,24
11536,threshold_strategy,fixed_frequency_delta_percentage3,"[11, 477]","[148, 311, 477]",0.0,137.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_2.mxml.gz,Size5,SerialRemoval_2,2,Fixed,4000,Fixed,True,200,3,24
11537,threshold_strategy,fixed_cramersv_frequency3,"[157, 305, 477]","[148, 311, 477]",1.0,7.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_2.mxml.gz,Size5,SerialRemoval_2,2,Fixed,4000,Fixed,True,200,3,24
11538,time_series_strategy,cpd_frequency_delta3,"[34, 136, 266, 299, 462]","[142, 299, 462]",0.67,36.75,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_5.mxml.gz,Size5,SerialRemoval_5,5,Fixed,4000,Fixed,True,200,3,24
11539,time_series_strategy,cpd_prob_freq_delta3,"[132, 153, 291, 312, 462]","[142, 299, 462]",0.67,10.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_5.mxml.gz,Size5,SerialRemoval_5,5,Fixed,4000,Fixed,True,200,3,24
11540,time_series_strategy,cpd_cramersv_frequency3,"[148, 290, 311, 462]","[142, 299, 462]",0.8,9.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_5.mxml.gz,Size5,SerialRemoval_5,5,Fixed,4000,Fixed,True,200,3,24
11541,threshold_strategy,gtest_frequency3,"[147, 296, 302, 462]","[142, 299, 462]",0.8,3.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_5.mxml.gz,Size5,SerialRemoval_5,5,Fixed,4000,Fixed,True,200,3,24
11542,threshold_strategy,fixed_frequency_delta_percentage3,"[7, 462]","[142, 299, 462]",0.0,135.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_5.mxml.gz,Size5,SerialRemoval_5,5,Fixed,4000,Fixed,True,200,3,24
11543,threshold_strategy,fixed_cramersv_frequency3,"[146, 462]","[142, 299, 462]",0.67,4.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_5.mxml.gz,Size5,SerialRemoval_5,5,Fixed,4000,Fixed,True,200,3,24
11544,time_series_strategy,cpd_frequency_delta3,"[145, 196, 241, 274, 308, 430, 452, 478]","[149, 310, 478]",0.44,60.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip.mxml.gz,Size5,Skip,0,Fixed,4000,Fixed,True,200,3,24
11545,time_series_strategy,cpd_prob_freq_delta3,"[151, 196, 241, 273, 308, 429, 457, 478]","[149, 310, 478]",0.44,60.43,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip.mxml.gz,Size5,Skip,0,Fixed,4000,Fixed,True,200,3,24
11546,time_series_strategy,cpd_cramersv_frequency3,"[148, 182, 220, 241, 286, 310, 478]","[149, 310, 478]",0.5,33.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip.mxml.gz,Size5,Skip,0,Fixed,4000,Fixed,True,200,3,24
11547,threshold_strategy,gtest_frequency3,"[151, 307, 478]","[149, 310, 478]",1.0,2.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip.mxml.gz,Size5,Skip,0,Fixed,4000,Fixed,True,200,3,24
11548,threshold_strategy,fixed_frequency_delta_percentage3,"[16, 74, 86, 105, 119, 432, 450, 478]","[149, 310, 478]",0.0,86.71,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip.mxml.gz,Size5,Skip,0,Fixed,4000,Fixed,True,200,3,24
11549,threshold_strategy,fixed_cramersv_frequency3,"[151, 307, 478]","[149, 310, 478]",1.0,2.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip.mxml.gz,Size5,Skip,0,Fixed,4000,Fixed,True,200,3,24
11550,time_series_strategy,cpd_frequency_delta3,"[142, 172, 339, 410, 448, 512]","[160, 332, 512]",0.57,46.2,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip_2.mxml.gz,Size5,Skip_2,2,Fixed,4000,Fixed,True,200,3,24
11551,time_series_strategy,cpd_prob_freq_delta3,"[143, 171, 229, 250, 271, 337, 448, 512]","[160, 332, 512]",0.44,51.57,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip_2.mxml.gz,Size5,Skip_2,2,Fixed,4000,Fixed,True,200,3,24
11552,time_series_strategy,cpd_cramersv_frequency3,[512],"[160, 332, 512]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip_2.mxml.gz,Size5,Skip_2,2,Fixed,4000,Fixed,True,200,3,24
11553,threshold_strategy,gtest_frequency3,[512],"[160, 332, 512]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip_2.mxml.gz,Size5,Skip_2,2,Fixed,4000,Fixed,True,200,3,24
11554,threshold_strategy,fixed_frequency_delta_percentage3,"[8, 512]","[160, 332, 512]",0.0,152.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip_2.mxml.gz,Size5,Skip_2,2,Fixed,4000,Fixed,True,200,3,24
11555,threshold_strategy,fixed_cramersv_frequency3,"[217, 220, 512]","[160, 332, 512]",0.0,58.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip_2.mxml.gz,Size5,Skip_2,2,Fixed,4000,Fixed,True,200,3,24
11556,time_series_strategy,cpd_frequency_delta3,"[24, 152, 203, 326, 391, 498]","[156, 324, 498]",0.57,50.4,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip_5.mxml.gz,Size5,Skip_5,5,Fixed,4000,Fixed,True,200,3,24
11557,time_series_strategy,cpd_prob_freq_delta3,"[24, 147, 168, 201, 310, 331, 498]","[156, 324, 498]",0.5,36.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip_5.mxml.gz,Size5,Skip_5,5,Fixed,4000,Fixed,True,200,3,24
11558,time_series_strategy,cpd_cramersv_frequency3,[498],"[156, 324, 498]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip_5.mxml.gz,Size5,Skip_5,5,Fixed,4000,Fixed,True,200,3,24
11559,threshold_strategy,gtest_frequency3,"[204, 211, 233, 242, 246, 250, 259, 265, 271, 276, 498]","[156, 324, 498]",0.0,63.9,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip_5.mxml.gz,Size5,Skip_5,5,Fixed,4000,Fixed,True,200,3,24
11560,threshold_strategy,fixed_frequency_delta_percentage3,"[9, 498]","[156, 324, 498]",0.0,147.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip_5.mxml.gz,Size5,Skip_5,5,Fixed,4000,Fixed,True,200,3,24
11561,threshold_strategy,fixed_cramersv_frequency3,"[202, 217, 229, 253, 256, 279, 292, 295, 498]","[156, 324, 498]",0.0,53.12,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip_5.mxml.gz,Size5,Skip_5,5,Fixed,4000,Fixed,True,200,3,24
