,detection_strategy,detection_feature,detection_results,ground_truth,f1,delay,log_path,log_size,change_pattern,noise_size,window_size_mode,window_size,window_ref_mode,overlap,sliding_step,margin_error,margin_error_corrected
723,threshold_strategy,gtest_frequency3,"[74, 113, 121, 131, 135, 140, 225]","[72, 150, 225]",0.25,18.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Composite\ROI\output\ROI_2.mxml.gz,Size5,ROI_2,2,Fixed,2000,Fixed,True,500,3,8
724,threshold_strategy,fixed_frequency_delta_percentage3,[225],"[72, 150, 225]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Composite\ROI\output\ROI_2.mxml.gz,Size5,ROI_2,2,Fixed,2000,Fixed,True,500,3,8
725,threshold_strategy,fixed_cramersv_frequency3,"[73, 144, 225]","[72, 150, 225]",1.0,3.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Composite\ROI\output\ROI_2.mxml.gz,Size5,ROI_2,2,Fixed,2000,Fixed,True,500,3,8
726,time_series_strategy,cpd_frequency_delta3,"[13, 72, 142, 153, 230]","[73, 153, 230]",0.67,18.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Composite\ROI\output\ROI_5.mxml.gz,Size5,ROI_5,5,Fixed,2000,Fixed,True,500,3,8
727,time_series_strategy,cpd_prob_freq_delta3,"[73, 143, 151, 230]","[73, 153, 230]",0.8,4.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Composite\ROI\output\ROI_5.mxml.gz,Size5,ROI_5,5,Fixed,2000,Fixed,True,500,3,8
728,time_series_strategy,cpd_cramersv_frequency3,[230],"[73, 153, 230]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Composite\ROI\output\ROI_5.mxml.gz,Size5,ROI_5,5,Fixed,2000,Fixed,True,500,3,8
729,threshold_strategy,gtest_frequency3,[230],"[73, 153, 230]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Composite\ROI\output\ROI_5.mxml.gz,Size5,ROI_5,5,Fixed,2000,Fixed,True,500,3,8
730,threshold_strategy,fixed_frequency_delta_percentage3,[230],"[73, 153, 230]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Composite\ROI\output\ROI_5.mxml.gz,Size5,ROI_5,5,Fixed,2000,Fixed,True,500,3,8
731,threshold_strategy,fixed_cramersv_frequency3,[230],"[73, 153, 230]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Composite\ROI\output\ROI_5.mxml.gz,Size5,ROI_5,5,Fixed,2000,Fixed,True,500,3,8
732,time_series_strategy,cpd_frequency_delta3,"[73, 154, 194, 209, 234]","[74, 156, 234]",0.67,23.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR.mxml.gz,Size5,IOR,0,Fixed,2000,Fixed,True,500,3,8
733,time_series_strategy,cpd_prob_freq_delta3,"[73, 147, 155, 234]","[74, 156, 234]",0.8,3.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR.mxml.gz,Size5,IOR,0,Fixed,2000,Fixed,True,500,3,8
734,time_series_strategy,cpd_cramersv_frequency3,"[73, 107, 148, 153, 234]","[74, 156, 234]",0.67,11.25,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR.mxml.gz,Size5,IOR,0,Fixed,2000,Fixed,True,500,3,8
735,threshold_strategy,gtest_frequency3,"[76, 117, 120, 148, 234]","[74, 156, 234]",0.33,21.25,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR.mxml.gz,Size5,IOR,0,Fixed,2000,Fixed,True,500,3,8
736,threshold_strategy,fixed_frequency_delta_percentage3,[234],"[74, 156, 234]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR.mxml.gz,Size5,IOR,0,Fixed,2000,Fixed,True,500,3,8
737,threshold_strategy,fixed_cramersv_frequency3,"[73, 152, 234]","[74, 156, 234]",1.0,2.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR.mxml.gz,Size5,IOR,0,Fixed,2000,Fixed,True,500,3,8
738,time_series_strategy,cpd_frequency_delta3,"[74, 157, 177, 239]","[76, 159, 239]",0.8,7.33,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR_2.mxml.gz,Size5,IOR_2,2,Fixed,2000,Fixed,True,500,3,8
739,time_series_strategy,cpd_prob_freq_delta3,"[75, 150, 158, 239]","[76, 159, 239]",0.8,3.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR_2.mxml.gz,Size5,IOR_2,2,Fixed,2000,Fixed,True,500,3,8
740,time_series_strategy,cpd_cramersv_frequency3,[239],"[76, 159, 239]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR_2.mxml.gz,Size5,IOR_2,2,Fixed,2000,Fixed,True,500,3,8
741,threshold_strategy,gtest_frequency3,[239],"[76, 159, 239]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR_2.mxml.gz,Size5,IOR_2,2,Fixed,2000,Fixed,True,500,3,8
742,threshold_strategy,fixed_frequency_delta_percentage3,[239],"[76, 159, 239]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR_2.mxml.gz,Size5,IOR_2,2,Fixed,2000,Fixed,True,500,3,8
743,threshold_strategy,fixed_cramersv_frequency3,[239],"[76, 159, 239]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR_2.mxml.gz,Size5,IOR_2,2,Fixed,2000,Fixed,True,500,3,8
744,time_series_strategy,cpd_frequency_delta3,"[76, 161, 244]","[78, 162, 244]",1.0,1.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR_5.mxml.gz,Size5,IOR_5,5,Fixed,2000,Fixed,True,500,3,8
745,time_series_strategy,cpd_prob_freq_delta3,"[75, 80, 160, 244]","[78, 162, 244]",0.8,2.33,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR_5.mxml.gz,Size5,IOR_5,5,Fixed,2000,Fixed,True,500,3,8
746,time_series_strategy,cpd_cramersv_frequency3,"[79, 117, 126, 142, 154, 244]","[78, 162, 244]",0.29,20.8,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR_5.mxml.gz,Size5,IOR_5,5,Fixed,2000,Fixed,True,500,3,8
747,threshold_strategy,gtest_frequency3,"[79, 84, 89, 94, 105, 109, 131, 142, 244]","[78, 162, 244]",0.2,17.88,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR_5.mxml.gz,Size5,IOR_5,5,Fixed,2000,Fixed,True,500,3,8
748,threshold_strategy,fixed_frequency_delta_percentage3,[244],"[78, 162, 244]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR_5.mxml.gz,Size5,IOR_5,5,Fixed,2000,Fixed,True,500,3,8
749,threshold_strategy,fixed_cramersv_frequency3,"[79, 111, 115, 151, 244]","[78, 162, 244]",0.33,20.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IOR\output\IOR_5.mxml.gz,Size5,IOR_5,5,Fixed,2000,Fixed,True,500,3,8
750,time_series_strategy,cpd_frequency_delta3,"[14, 83, 125, 141, 286, 297, 443]","[141, 292, 443]",0.5,35.33,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size2\Atomic\Swap\output\Swap.mxml.gz,Size2,Swap,0,Fixed,2000,Fixed,True,200,3,14
751,time_series_strategy,cpd_prob_freq_delta3,"[133, 144, 281, 292, 443]","[141, 292, 443]",0.67,5.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size2\Atomic\Swap\output\Swap.mxml.gz,Size2,Swap,0,Fixed,2000,Fixed,True,200,3,14
752,time_series_strategy,cpd_cramersv_frequency3,"[135, 146, 161, 281, 292, 443]","[141, 292, 443]",0.57,8.4,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size2\Atomic\Swap\output\Swap.mxml.gz,Size2,Swap,0,Fixed,2000,Fixed,True,200,3,14
753,threshold_strategy,gtest_frequency3,"[136, 289, 443]","[141, 292, 443]",1.0,4.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size2\Atomic\Swap\output\Swap.mxml.gz,Size2,Swap,0,Fixed,2000,Fixed,True,200,3,14
754,threshold_strategy,fixed_frequency_delta_percentage3,"[8, 443]","[141, 292, 443]",0.0,133.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size2\Atomic\Swap\output\Swap.mxml.gz,Size2,Swap,0,Fixed,2000,Fixed,True,200,3,14
755,threshold_strategy,fixed_cramersv_frequency3,"[135, 290, 443]","[141, 292, 443]",1.0,4.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size2\Atomic\Swap\output\Swap.mxml.gz,Size2,Swap,0,Fixed,2000,Fixed,True,200,3,14
756,time_series_strategy,cpd_frequency_delta3,"[76, 149, 209, 231]","[78, 149, 231]",0.8,20.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO.mxml.gz,Size5,IRO,0,Fixed,2000,Fixed,True,500,3,8
757,time_series_strategy,cpd_prob_freq_delta3,"[76, 149, 221, 231]","[78, 149, 231]",0.8,24.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO.mxml.gz,Size5,IRO,0,Fixed,2000,Fixed,True,500,3,8
758,time_series_strategy,cpd_cramersv_frequency3,"[76, 97, 105, 117, 122, 130, 142, 148, 231]","[78, 149, 231]",0.4,16.75,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO.mxml.gz,Size5,IRO,0,Fixed,2000,Fixed,True,500,3,8
759,threshold_strategy,gtest_frequency3,"[76, 145, 231]","[78, 149, 231]",1.0,3.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO.mxml.gz,Size5,IRO,0,Fixed,2000,Fixed,True,500,3,8
760,threshold_strategy,fixed_frequency_delta_percentage3,[231],"[78, 149, 231]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO.mxml.gz,Size5,IRO,0,Fixed,2000,Fixed,True,500,3,8
761,threshold_strategy,fixed_cramersv_frequency3,"[76, 146, 231]","[78, 149, 231]",1.0,2.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO.mxml.gz,Size5,IRO,0,Fixed,2000,Fixed,True,500,3,8
762,time_series_strategy,cpd_frequency_delta3,"[78, 152, 213, 236]","[79, 152, 236]",0.8,20.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO_2.mxml.gz,Size5,IRO_2,2,Fixed,2000,Fixed,True,500,3,8
763,time_series_strategy,cpd_prob_freq_delta3,"[78, 152, 226, 236]","[79, 152, 236]",0.8,25.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO_2.mxml.gz,Size5,IRO_2,2,Fixed,2000,Fixed,True,500,3,8
764,time_series_strategy,cpd_cramersv_frequency3,[236],"[79, 152, 236]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO_2.mxml.gz,Size5,IRO_2,2,Fixed,2000,Fixed,True,500,3,8
765,threshold_strategy,gtest_frequency3,"[93, 96, 114, 117, 236]","[79, 152, 236]",0.0,25.25,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO_2.mxml.gz,Size5,IRO_2,2,Fixed,2000,Fixed,True,500,3,8
766,threshold_strategy,fixed_frequency_delta_percentage3,[236],"[79, 152, 236]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO_2.mxml.gz,Size5,IRO_2,2,Fixed,2000,Fixed,True,500,3,8
767,threshold_strategy,fixed_cramersv_frequency3,"[85, 88, 93, 96, 107, 110, 113, 118, 133, 136, 236]","[79, 152, 236]",0.17,20.8,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO_2.mxml.gz,Size5,IRO_2,2,Fixed,2000,Fixed,True,500,3,8
768,time_series_strategy,cpd_frequency_delta3,"[79, 155, 213, 241]","[81, 156, 241]",0.8,20.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO_5.mxml.gz,Size5,IRO_5,5,Fixed,2000,Fixed,True,500,3,8
769,time_series_strategy,cpd_prob_freq_delta3,"[79, 155, 230, 241]","[81, 156, 241]",0.8,25.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO_5.mxml.gz,Size5,IRO_5,5,Fixed,2000,Fixed,True,500,3,8
770,time_series_strategy,cpd_cramersv_frequency3,[241],"[81, 156, 241]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO_5.mxml.gz,Size5,IRO_5,5,Fixed,2000,Fixed,True,500,3,8
771,threshold_strategy,gtest_frequency3,[241],"[81, 156, 241]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO_5.mxml.gz,Size5,IRO_5,5,Fixed,2000,Fixed,True,500,3,8
772,threshold_strategy,fixed_frequency_delta_percentage3,[241],"[81, 156, 241]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO_5.mxml.gz,Size5,IRO_5,5,Fixed,2000,Fixed,True,500,3,8
773,threshold_strategy,fixed_cramersv_frequency3,"[95, 98, 116, 120, 135, 139, 241]","[81, 156, 241]",0.0,23.33,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\IRO\output\IRO_5.mxml.gz,Size5,IRO_5,5,Fixed,2000,Fixed,True,500,3,8
774,time_series_strategy,cpd_frequency_delta3,"[62, 106, 131, 198]","[63, 132, 198]",0.8,9.33,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR.mxml.gz,Size5,OIR,0,Fixed,2000,Fixed,True,500,3,8
775,time_series_strategy,cpd_prob_freq_delta3,"[62, 127, 132, 198]","[63, 132, 198]",0.8,2.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR.mxml.gz,Size5,OIR,0,Fixed,2000,Fixed,True,500,3,8
776,time_series_strategy,cpd_cramersv_frequency3,"[62, 77, 85, 130, 198]","[63, 132, 198]",0.67,9.75,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR.mxml.gz,Size5,OIR,0,Fixed,2000,Fixed,True,500,3,8
777,threshold_strategy,gtest_frequency3,"[62, 127, 198]","[63, 132, 198]",1.0,3.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR.mxml.gz,Size5,OIR,0,Fixed,2000,Fixed,True,500,3,8
778,threshold_strategy,fixed_frequency_delta_percentage3,[198],"[63, 132, 198]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR.mxml.gz,Size5,OIR,0,Fixed,2000,Fixed,True,500,3,8
779,threshold_strategy,fixed_cramersv_frequency3,"[62, 128, 198]","[63, 132, 198]",1.0,2.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR.mxml.gz,Size5,OIR,0,Fixed,2000,Fixed,True,500,3,8
780,time_series_strategy,cpd_frequency_delta3,"[63, 131, 136, 202]","[64, 134, 202]",0.8,2.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR_2.mxml.gz,Size5,OIR_2,2,Fixed,2000,Fixed,True,500,3,8
781,time_series_strategy,cpd_prob_freq_delta3,"[64, 131, 136, 202]","[64, 134, 202]",0.8,1.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR_2.mxml.gz,Size5,OIR_2,2,Fixed,2000,Fixed,True,500,3,8
782,time_series_strategy,cpd_cramersv_frequency3,[202],"[64, 134, 202]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR_2.mxml.gz,Size5,OIR_2,2,Fixed,2000,Fixed,True,500,3,8
783,threshold_strategy,gtest_frequency3,[202],"[64, 134, 202]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR_2.mxml.gz,Size5,OIR_2,2,Fixed,2000,Fixed,True,500,3,8
784,threshold_strategy,fixed_frequency_delta_percentage3,[202],"[64, 134, 202]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR_2.mxml.gz,Size5,OIR_2,2,Fixed,2000,Fixed,True,500,3,8
785,threshold_strategy,fixed_cramersv_frequency3,[202],"[64, 134, 202]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR_2.mxml.gz,Size5,OIR_2,2,Fixed,2000,Fixed,True,500,3,8
786,time_series_strategy,cpd_frequency_delta3,"[64, 110, 139, 161, 206]","[65, 137, 206]",0.67,13.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR_5.mxml.gz,Size5,OIR_5,5,Fixed,2000,Fixed,True,500,3,8
787,time_series_strategy,cpd_prob_freq_delta3,"[65, 133, 160, 206]","[65, 137, 206]",0.8,9.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR_5.mxml.gz,Size5,OIR_5,5,Fixed,2000,Fixed,True,500,3,8
788,time_series_strategy,cpd_cramersv_frequency3,[206],"[65, 137, 206]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR_5.mxml.gz,Size5,OIR_5,5,Fixed,2000,Fixed,True,500,3,8
789,threshold_strategy,gtest_frequency3,[206],"[65, 137, 206]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR_5.mxml.gz,Size5,OIR_5,5,Fixed,2000,Fixed,True,500,3,8
790,threshold_strategy,fixed_frequency_delta_percentage3,[206],"[65, 137, 206]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR_5.mxml.gz,Size5,OIR_5,5,Fixed,2000,Fixed,True,500,3,8
791,threshold_strategy,fixed_cramersv_frequency3,[206],"[65, 137, 206]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\OIR\output\OIR_5.mxml.gz,Size5,OIR_5,5,Fixed,2000,Fixed,True,500,3,8
792,time_series_strategy,cpd_frequency_delta3,"[67, 167, 172, 245]","[71, 172, 245]",0.8,3.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI.mxml.gz,Size5,ORI,0,Fixed,2000,Fixed,True,500,3,8
793,time_series_strategy,cpd_prob_freq_delta3,"[67, 171, 245]","[71, 172, 245]",1.0,2.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI.mxml.gz,Size5,ORI,0,Fixed,2000,Fixed,True,500,3,8
794,time_series_strategy,cpd_cramersv_frequency3,"[67, 171, 245]","[71, 172, 245]",1.0,2.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI.mxml.gz,Size5,ORI,0,Fixed,2000,Fixed,True,500,3,8
795,threshold_strategy,gtest_frequency3,"[65, 171, 245]","[71, 172, 245]",1.0,3.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI.mxml.gz,Size5,ORI,0,Fixed,2000,Fixed,True,500,3,8
796,threshold_strategy,fixed_frequency_delta_percentage3,[245],"[71, 172, 245]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI.mxml.gz,Size5,ORI,0,Fixed,2000,Fixed,True,500,3,8
797,threshold_strategy,fixed_cramersv_frequency3,"[65, 171, 245]","[71, 172, 245]",1.0,3.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI.mxml.gz,Size5,ORI,0,Fixed,2000,Fixed,True,500,3,8
798,time_series_strategy,cpd_frequency_delta3,"[62, 69, 174, 179, 250]","[73, 176, 250]",0.67,5.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI_2.mxml.gz,Size5,ORI_2,2,Fixed,2000,Fixed,True,500,3,8
799,time_series_strategy,cpd_prob_freq_delta3,"[64, 69, 175, 250]","[73, 176, 250]",0.8,4.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI_2.mxml.gz,Size5,ORI_2,2,Fixed,2000,Fixed,True,500,3,8
800,time_series_strategy,cpd_cramersv_frequency3,"[69, 173, 250]","[73, 176, 250]",1.0,3.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI_2.mxml.gz,Size5,ORI_2,2,Fixed,2000,Fixed,True,500,3,8
801,threshold_strategy,gtest_frequency3,"[68, 173, 250]","[73, 176, 250]",1.0,4.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI_2.mxml.gz,Size5,ORI_2,2,Fixed,2000,Fixed,True,500,3,8
802,threshold_strategy,fixed_frequency_delta_percentage3,[250],"[73, 176, 250]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI_2.mxml.gz,Size5,ORI_2,2,Fixed,2000,Fixed,True,500,3,8
803,threshold_strategy,fixed_cramersv_frequency3,"[67, 173, 250]","[73, 176, 250]",1.0,4.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI_2.mxml.gz,Size5,ORI_2,2,Fixed,2000,Fixed,True,500,3,8
804,time_series_strategy,cpd_frequency_delta3,"[63, 70, 178, 255]","[74, 180, 255]",0.8,5.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI_5.mxml.gz,Size5,ORI_5,5,Fixed,2000,Fixed,True,500,3,8
805,time_series_strategy,cpd_prob_freq_delta3,"[64, 70, 178, 255]","[74, 180, 255]",0.8,5.33,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI_5.mxml.gz,Size5,ORI_5,5,Fixed,2000,Fixed,True,500,3,8
806,time_series_strategy,cpd_cramersv_frequency3,"[71, 173, 178, 255]","[74, 180, 255]",0.8,4.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI_5.mxml.gz,Size5,ORI_5,5,Fixed,2000,Fixed,True,500,3,8
807,threshold_strategy,gtest_frequency3,"[69, 176, 255]","[74, 180, 255]",1.0,4.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI_5.mxml.gz,Size5,ORI_5,5,Fixed,2000,Fixed,True,500,3,8
808,threshold_strategy,fixed_frequency_delta_percentage3,[255],"[74, 180, 255]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI_5.mxml.gz,Size5,ORI_5,5,Fixed,2000,Fixed,True,500,3,8
809,threshold_strategy,fixed_cramersv_frequency3,"[69, 177, 255]","[74, 180, 255]",1.0,4.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\ORI\output\ORI_5.mxml.gz,Size5,ORI_5,5,Fixed,2000,Fixed,True,500,3,8
810,time_series_strategy,cpd_frequency_delta3,"[76, 84, 89, 154, 236]","[76, 156, 236]",0.67,5.75,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\RIO\output\RIO.mxml.gz,Size5,RIO,0,Fixed,2000,Fixed,True,500,3,8
811,time_series_strategy,cpd_prob_freq_delta3,"[75, 84, 119, 154, 204, 236]","[76, 156, 236]",0.57,19.2,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\RIO\output\RIO.mxml.gz,Size5,RIO,0,Fixed,2000,Fixed,True,500,3,8
812,time_series_strategy,cpd_cramersv_frequency3,"[78, 84, 90, 96, 107, 132, 154, 236]","[76, 156, 236]",0.44,14.43,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\RIO\output\RIO.mxml.gz,Size5,RIO,0,Fixed,2000,Fixed,True,500,3,8
813,threshold_strategy,gtest_frequency3,"[83, 98, 106, 119, 127, 135, 236]","[76, 156, 236]",0.25,24.33,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\RIO\output\RIO.mxml.gz,Size5,RIO,0,Fixed,2000,Fixed,True,500,3,8
814,threshold_strategy,fixed_frequency_delta_percentage3,[236],"[76, 156, 236]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\RIO\output\RIO.mxml.gz,Size5,RIO,0,Fixed,2000,Fixed,True,500,3,8
815,threshold_strategy,fixed_cramersv_frequency3,"[82, 121, 125, 152, 236]","[76, 156, 236]",0.67,19.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Nested\RIO\output\RIO.mxml.gz,Size5,RIO,0,Fixed,2000,Fixed,True,500,3,8
816,time_series_strategy,cpd_frequency_delta3,"[124, 142, 293, 304, 453]","[144, 299, 453]",0.67,8.25,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size2\Atomic\Swap\output\Swap_2.mxml.gz,Size2,Swap_2,2,Fixed,2000,Fixed,True,200,3,14
